relative_path,filename,modality_id,vocal_channel_id,emotion_id,emotion,intensity_id,intensity,statement_id,repetition_id,actor_id,gender,split,sample_rate,channels,subtype,frames,duration_seconds
ml/data/raw/ravdess/extracted/Actor_01/03-01-01-01-01-01-01.wav,03-01-01-01-01-01-01.wav,03,01,01,neutral,01,normal,01,01,01,male,train,48000,1,PCM_16,158558,3.303292
ml/data/raw/ravdess/extracted/Actor_01/03-01-01-01-01-02-01.wav,03-01-01-01-01-02-01.wav,03,01,01,neutral,01,normal,01,02,01,male,train,48000,1,PCM_16,160160,3.336667
ml/data/raw/ravdess/extracted/Actor_01/03-01-01-01-02-01-01.wav,03-01-01-01-02-01-01.wav,03,01,01,neutral,01,normal,02,01,01,male,train,48000,1,PCM_16,156956,3.269917
ml/data/raw/ravdess/extracted/Actor_01/03-01-01-01-02-02-01.wav,03-01-01-01-02-02-01.wav,03,01,01,neutral,01,normal,02,02,01,male,train,48000,1,PCM_16,152152,3.169833
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-01-01-01-01.wav,03-01-02-01-01-01-01.wav,03,01,02,calm,01,normal,01,01,01,male,train,48000,1,PCM_16,169769,3.536854
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-01-01-02-01.wav,03-01-02-01-01-02-01.wav,03,01,02,calm,01,normal,01,02,01,male,train,48000,2,PCM_16,172972,3.603583
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-01-02-01-01.wav,03-01-02-01-02-01-01.wav,03,01,02,calm,01,normal,02,01,01,male,train,48000,1,PCM_16,168168,3.503500
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-01-02-02-01.wav,03-01-02-01-02-02-01.wav,03,01,02,calm,01,normal,02,02,01,male,train,48000,1,PCM_16,166567,3.470146
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-02-01-01-01.wav,03-01-02-02-01-01-01.wav,03,01,02,calm,02,strong,01,01,01,male,train,48000,1,PCM_16,177778,3.703708
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-02-01-02-01.wav,03-01-02-02-01-02-01.wav,03,01,02,calm,02,strong,01,02,01,male,train,48000,1,PCM_16,192192,4.004000
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-02-02-01-01.wav,03-01-02-02-02-01-01.wav,03,01,02,calm,02,strong,02,01,01,male,train,48000,1,PCM_16,201802,4.204208
ml/data/raw/ravdess/extracted/Actor_01/03-01-02-02-02-02-01.wav,03-01-02-02-02-02-01.wav,03,01,02,calm,02,strong,02,02,01,male,train,48000,1,PCM_16,192192,4.004000
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-01-01-01-01.wav,03-01-03-01-01-01-01.wav,03,01,03,happy,01,normal,01,01,01,male,train,48000,1,PCM_16,166567,3.470146
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-01-01-02-01.wav,03-01-03-01-01-02-01.wav,03,01,03,happy,01,normal,01,02,01,male,train,48000,1,PCM_16,166566,3.470125
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01.wav,03,01,03,happy,01,normal,02,01,01,male,train,48000,1,PCM_16,169769,3.536854
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,03,01,03,happy,01,normal,02,02,01,male,train,48000,1,PCM_16,177778,3.703708
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01.wav,03,01,03,happy,02,strong,01,01,01,male,train,48000,1,PCM_16,176176,3.670333
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,03,01,03,happy,02,strong,01,02,01,male,train,48000,1,PCM_16,174574,3.636958
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,03,01,03,happy,02,strong,02,01,01,male,train,48000,1,PCM_16,188988,3.937250
ml/data/raw/ravdess/extracted/Actor_01/03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,03,01,03,happy,02,strong,02,02,01,male,train,48000,1,PCM_16,188989,3.937271
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,03,01,04,sad,01,normal,01,01,01,male,train,48000,1,PCM_16,184184,3.837167
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,03,01,04,sad,01,normal,01,02,01,male,train,48000,1,PCM_16,171371,3.570229
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,03,01,04,sad,01,normal,02,01,01,male,train,48000,1,PCM_16,168168,3.503500
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,03,01,04,sad,01,normal,02,02,01,male,train,48000,1,PCM_16,161762,3.370042
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,03,01,04,sad,02,strong,01,01,01,male,train,48000,1,PCM_16,182582,3.803792
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,03,01,04,sad,02,strong,01,02,01,male,train,48000,1,PCM_16,177778,3.703708
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,03,01,04,sad,02,strong,02,01,01,male,train,48000,1,PCM_16,179380,3.737083
ml/data/raw/ravdess/extracted/Actor_01/03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,03,01,04,sad,02,strong,02,02,01,male,train,48000,1,PCM_16,179379,3.737062
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,03,01,05,angry,01,normal,01,01,01,male,train,48000,1,PCM_16,185786,3.870542
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,03,01,05,angry,01,normal,01,02,01,male,train,48000,1,PCM_16,188989,3.937271
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,03,01,05,angry,01,normal,02,01,01,male,train,48000,1,PCM_16,168168,3.503500
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,03,01,05,angry,01,normal,02,02,01,male,train,48000,1,PCM_16,179379,3.737062
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,03,01,05,angry,02,strong,01,01,01,male,train,48000,1,PCM_16,196997,4.104104
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,03,01,05,angry,02,strong,01,02,01,male,train,48000,1,PCM_16,209810,4.371042
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,03,01,05,angry,02,strong,02,01,01,male,train,48000,1,PCM_16,198598,4.137458
ml/data/raw/ravdess/extracted/Actor_01/03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,03,01,05,angry,02,strong,02,02,01,male,train,48000,1,PCM_16,213013,4.437771
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,03,01,06,fearful,01,normal,01,01,01,male,train,48000,1,PCM_16,176176,3.670333
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,03,01,06,fearful,01,normal,01,02,01,male,train,48000,1,PCM_16,174575,3.636979
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,03,01,06,fearful,01,normal,02,01,01,male,train,48000,1,PCM_16,164965,3.436771
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,03,01,06,fearful,01,normal,02,02,01,male,train,48000,1,PCM_16,177777,3.703688
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,03,01,06,fearful,02,strong,01,01,01,male,train,48000,1,PCM_16,240240,5.005000
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,03,01,06,fearful,02,strong,01,02,01,male,train,48000,1,PCM_16,203403,4.237563
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,03,01,06,fearful,02,strong,02,01,01,male,train,48000,1,PCM_16,190590,3.970625
ml/data/raw/ravdess/extracted/Actor_01/03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,03,01,06,fearful,02,strong,02,02,01,male,train,48000,1,PCM_16,187388,3.903917
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,03,01,07,disgust,01,normal,01,01,01,male,train,48000,1,PCM_16,185785,3.870521
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,03,01,07,disgust,01,normal,01,02,01,male,train,48000,1,PCM_16,187387,3.903896
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,03,01,07,disgust,01,normal,02,01,01,male,train,48000,1,PCM_16,187387,3.903896
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,03,01,07,disgust,01,normal,02,02,01,male,train,48000,1,PCM_16,184184,3.837167
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,03,01,07,disgust,02,strong,01,01,01,male,train,48000,1,PCM_16,206606,4.304292
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,03,01,07,disgust,02,strong,01,02,01,male,train,48000,1,PCM_16,196997,4.104104
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,03,01,07,disgust,02,strong,02,01,01,male,train,48000,1,PCM_16,193794,4.037375
ml/data/raw/ravdess/extracted/Actor_01/03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,03,01,07,disgust,02,strong,02,02,01,male,train,48000,1,PCM_16,209809,4.371021
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,03,01,08,surprised,01,normal,01,01,01,male,train,48000,1,PCM_16,163363,3.403396
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,03,01,08,surprised,01,normal,01,02,01,male,train,48000,1,PCM_16,156956,3.269917
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,03,01,08,surprised,01,normal,02,01,01,male,train,48000,1,PCM_16,169770,3.536875
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,03,01,08,surprised,01,normal,02,02,01,male,train,48000,2,PCM_16,156956,3.269917
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,03,01,08,surprised,02,strong,01,01,01,male,train,48000,1,PCM_16,164964,3.436750
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,03,01,08,surprised,02,strong,01,02,01,male,train,48000,1,PCM_16,171371,3.570229
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,03,01,08,surprised,02,strong,02,01,01,male,train,48000,1,PCM_16,168168,3.503500
ml/data/raw/ravdess/extracted/Actor_01/03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,03,01,08,surprised,02,strong,02,02,01,male,train,48000,1,PCM_16,156957,3.269938
ml/data/raw/ravdess/extracted/Actor_02/03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,03,01,01,neutral,01,normal,01,01,02,female,train,48000,1,PCM_16,174574,3.636958
ml/data/raw/ravdess/extracted/Actor_02/03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,03,01,01,neutral,01,normal,01,02,02,female,train,48000,1,PCM_16,172973,3.603604
ml/data/raw/ravdess/extracted/Actor_02/03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,03,01,01,neutral,01,normal,02,01,02,female,train,48000,1,PCM_16,180980,3.770417
ml/data/raw/ravdess/extracted/Actor_02/03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,03,01,01,neutral,01,normal,02,02,02,female,train,48000,1,PCM_16,172972,3.603583
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,03,01,02,calm,01,normal,01,01,02,female,train,48000,1,PCM_16,184184,3.837167
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,03,01,02,calm,01,normal,01,02,02,female,train,48000,1,PCM_16,192192,4.004000
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,03,01,02,calm,01,normal,02,01,02,female,train,48000,1,PCM_16,184184,3.837167
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,03,01,02,calm,01,normal,02,02,02,female,train,48000,1,PCM_16,190590,3.970625
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,03,01,02,calm,02,strong,01,01,02,female,train,48000,1,PCM_16,198599,4.137479
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,03,01,02,calm,02,strong,01,02,02,female,train,48000,1,PCM_16,193794,4.037375
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,03,01,02,calm,02,strong,02,01,02,female,train,48000,1,PCM_16,196997,4.104104
ml/data/raw/ravdess/extracted/Actor_02/03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,03,01,02,calm,02,strong,02,02,02,female,train,48000,1,PCM_16,196997,4.104104
